              psi   m1   m2         real(Ai)         imag(Ai)         real(Bi)         imag(Bi)         real(Ci)         imag(Ci)         real(Di)         imag(Di)         real(Ei)         imag(Ei)         real(Hi)         imag(Hi)
   7.62148857E-01    3    2  -6.57029419E+01  -1.70854607E-03  -2.64637847E-03   9.50735931E+01  -4.22892421E-01   2.72054840E+02  -1.29986069E+02  -3.66884214E-03  -3.60514465E+02  -5.62849283E-01  -1.89844437E+02  -2.44225353E-01
   7.62148857E-01    3    3   4.65921051E+02   0.00000000E+00  -0.00000000E+00  -3.84360382E+02   7.73428440E-01  -7.82072937E+02   3.40124115E+02   0.00000000E+00   5.62511292E+02   7.83144057E-01   2.67411353E+03   0.00000000E+00
   7.62148857E-01    3    4  -8.36929035E+00   1.34502852E-03   2.09197379E-03   9.50690689E+01  -5.92170000E-01  -9.10006653E+02  -1.29986069E+02   3.66884214E-03   3.60536011E+02  -5.65484047E-01  -1.13440315E+02  -1.36143470E+00
   7.62148857E-01    4   -4   1.96212724E-01   4.52540908E-03   3.26332031E-03  -2.80737758E-01   1.91134028E-02  -5.22675991E-01   3.89917612E-01   2.69205845E-03   8.01768124E-01   8.13937634E-02   5.84101486E+00  -4.62703884E-01
   7.62148857E-01    4   -3  -4.15501446E-01   9.14216143E-05  -8.66329647E-04   5.73238611E-01  -3.23284268E-02   1.11848724E+00  -7.89959788E-01  -7.61711318E-03  -1.59491539E+00  -9.69392806E-02  -6.98605585E+00  -6.06058575E-02
   7.62148857E-01    4   -2   9.24976766E-01   1.50313613E-03  -8.97818711E-04  -1.25160921E+00   1.61009043E-01  -2.21382260E+00   1.70404184E+00   1.09896529E-02   3.36163783E+00   1.57049298E-01   7.29170132E+00   2.23968887E+00
   7.62148857E-01    4   -1  -1.79289556E+00  -1.71795627E-03  -1.27221167E-03   2.66045022E+00  -1.21592037E-01   6.38949728E+00  -3.61496806E+00  -5.22771245E-03  -7.39199162E+00  -4.60943133E-01  -1.72854729E+01  -4.52883768E+00
   7.62148857E-01    4    0   4.26996422E+00   3.94126400E-03   4.15832736E-03  -5.65173149E+00   2.46908545E-01  -1.33038454E+01   7.70972681E+00   2.11156067E-03   1.53873568E+01   7.84005046E-01   3.86762390E+01   2.56483960E+00
   7.62148857E-01    4    1  -1.15103741E+01  -4.61189356E-03  -5.20202518E-03   1.45906076E+01  -4.65300024E-01   2.51482811E+01  -1.99518280E+01  -8.32691044E-03  -4.25577965E+01  -7.92962790E-01   2.36833019E+01  -5.11135459E-01
   7.62148857E-01    4    2   2.64074192E+01   6.57739816E-03   6.58511184E-03  -3.48391113E+01   5.23229659E-01  -8.79124527E+01   4.76319733E+01   8.78663547E-03   1.33225769E+02   7.07027137E-01  -4.32360596E+02   1.56574816E-01
   7.62148857E-01    4    3  -8.36929035E+00  -1.34502852E-03  -2.36917613E-03   9.50713348E+01  -9.54496026E-01   7.49958557E+02  -1.29986069E+02  -3.66884214E-03  -6.78512268E+02  -1.06046700E+00  -1.13440315E+02   1.36143470E+00
   7.62148857E-01    4    4   8.58525696E+02   0.00000000E+00  -0.00000000E+00  -5.03954620E+02   1.78866696E+00  -1.10899512E+03   3.40124115E+02   0.00000000E+00   5.62511292E+02   1.47390878E+00   5.53957910E+03   0.00000000E+00
   7.72229433E-01   -4   -4   1.44249487E+03   0.00000000E+00   0.00000000E+00   4.52157166E+02  -9.50652897E-01   1.57406335E+03   3.46087311E+02   0.00000000E+00   5.95406189E+02   3.40321183E+00   3.47723945E+04   0.00000000E+00
   7.72229433E-01   -4   -3   6.56367554E+02  -7.94464431E-04   5.81594650E-03   9.74907761E+01   9.91775811E-01  -2.76253271E+03  -1.33273010E+02   6.57394109E-03  -1.96756152E+03  -2.74225593E+00   1.00707086E+03   1.83237133E+01
   7.72229433E-01   -4   -2   1.02334145E+02   1.67157892E-02  -2.82584876E-03  -3.57622375E+01   1.12659931E+00  -1.20400891E+03   4.89084358E+01  -1.13742128E-02   3.78740692E+02   1.24208033E+00  -1.08096436E+04  -1.09473228E+01
   7.72229433E-01   -4   -1  -2.79578424E+00   9.56672244E-03   2.55169137E-03   1.50258608E+01  -4.14677083E-01   1.53962736E+01  -2.05542126E+01   8.31636041E-03  -1.18940636E+02  -1.31310928E+00  -8.84903259E+02  -5.40267229E+00
   7.72229433E-01   -4    0   3.91006875E+00  -2.41615879E-03  -3.95284500E-03  -5.86395884E+00   1.79683611E-01  -3.78777847E+01   7.99904299E+00  -7.27339007E-04   4.38085403E+01   1.31606030E+00  -1.49717865E+02  -2.73309016E+00
   7.72229433E-01   -4    1  -2.19305301E+00  -2.55645462E-03   2.78678862E-03   2.78018928E+00  -4.11792874E-01   1.70069962E+01  -3.79297805E+00   5.02424454E-03  -2.20235863E+01  -3.96448344E-01   2.38031425E+01   2.66085124E+00
   7.72229433E-01   -4    2   9.73720372E-01   3.04230698E-03  -6.93977950E-03  -1.31716549E+00   2.11892545E-01  -7.33822632E+00   1.80112374E+00  -9.23881400E-03   1.00076723E+01   2.76753128E-01   1.54139268E+00   4.90098000E-01
   7.72229433E-01   -4    3  -4.46483582E-01  -3.16094141E-03   7.96199217E-03   6.16170704E-01   5.23668006E-02   3.43501472E+00  -8.41979742E-01   8.58527794E-03  -4.67707062E+00  -1.69440247E-02  -5.19622278E+00  -2.04183087E-01
   7.72229433E-01   -4    4   2.13488594E-01  -4.02054423E-03  -2.28555989E-03  -3.11524600E-01   3.97937186E-02  -1.61287081E+00   4.23583627E-01  -2.97876750E-03   2.38548470E+00   7.14776516E-02   3.62717962E+00  -1.15797174E+00
   7.72229433E-01   -3   -4   6.56367554E+02   7.94464431E-04  -6.02149125E-03   9.74933777E+01   1.32182550E+00   4.37345166E+03  -1.33273010E+02  -6.57394109E-03   1.63423560E+03  -2.27576184E+00   1.00707086E+03  -1.83237133E+01
   7.72229433E-01   -3   -3   9.07355957E+02   0.00000000E+00   0.00000000E+00   3.32664734E+02  -3.05543751E-01   1.23359900E+03   3.46087311E+02   0.00000000E+00   5.95406189E+02   2.82662988E+00   2.45171289E+04   0.00000000E+00
   7.72229433E-01   -3   -2   4.09798340E+02   9.16144752E-04   5.61040174E-03   9.74881744E+01   3.16454381E-01  -1.49898901E+03  -1.33273010E+02   6.57394109E-03  -1.63420935E+03  -2.27783012E+00   5.97442200E+02   1.19367313E+01
   7.72229433E-01   -3   -1   7.32141418E+01   9.79975518E-03  -4.23355866E-03  -3.57648468E+01   8.87060583E-01  -7.94541199E+02   4.89084358E+01  -1.13742128E-02   3.14575592E+02   1.03044355E+00  -6.81118359E+03  -6.79548597E+00
   7.72229433E-01   -3    0  -6.52772427E+00   5.44531131E-03   3.76828457E-03   1.50285559E+01  -5.01066804E-01   3.40534935E+01  -2.05542126E+01   8.31636041E-03  -9.87916641E+01  -1.08960152E+00  -5.07779816E+02  -3.15603995E+00
   7.72229433E-01   -3    1   4.14778662E+00  -4.77808854E-03  -2.15465552E-03  -5.85695171E+00   4.91611153E-01  -2.89363174E+01   7.99904299E+00  -7.27339007E-04   3.63803978E+01   1.09462237E+00  -6.55045090E+01  -2.22782075E-01
   7.72229433E-01   -3    2  -2.04049468E+00  -7.39412033E-04   3.77086946E-03   2.77360225E+00  -2.29288280E-01   1.32964830E+01  -3.79297805E+00   5.02424454E-03  -1.82866707E+01  -3.28442067E-01   2.38310027E+00   3.87755960E-01
   7.72229433E-01   -3    3   9.80996370E-01   7.48405466E-04  -8.80805217E-03  -1.31506157E+00   2.55331695E-01  -6.24866247E+00   1.80112374E+00  -9.23881400E-03   8.31035042E+00   2.28272244E-01   6.32461262E+00   4.38465178E-01
   7.72229433E-01   -3    4  -4.45234388E-01  -2.30835425E-03   9.49494261E-03   6.16474211E-01   9.41083506E-02   2.86472201E+00  -8.41979742E-01   8.58527794E-03  -3.88492656E+00  -1.27665978E-02  -8.20403671E+00  -5.29847264E-01
   7.72229433E-01   -2   -4   1.02334145E+02  -1.67157892E-02   1.04287174E-05  -3.57570190E+01   8.54582310E-01   1.27330066E+03   4.89084358E+01   1.13742128E-02  -2.50384201E+02   8.32971990E-01  -1.08096436E+04   1.09473228E+01
   7.72229433E-01   -2   -3   4.09798340E+02  -9.16144752E-04  -5.81594650E-03   9.74907761E+01   6.48568273E-01   2.85684961E+03  -1.33273010E+02  -6.57394109E-03   1.30088330E+03  -1.81133616E+00   5.97442200E+02  -1.19367313E+01
   7.72229433E-01   -2   -2   5.03628540E+02   0.00000000E+00   0.00000000E+00   2.13172287E+02   1.42091632E-01   8.93134766E+02   3.46087311E+02   0.00000000E+00   5.95406189E+02   2.25004792E+00   1.61601455E+04   0.00000000E+00
   7.72229433E-01   -2   -1   2.13525604E+02   2.21648742E-03   5.40485699E-03   9.74855728E+01  -1.52033702E-01  -5.68730103E+02  -1.33273010E+02   6.57394109E-03  -1.30085718E+03  -1.81340456E+00   2.71370483E+02   6.85257959E+00
   7.72229433E-01   -2    0   5.07095871E+01   3.98693839E-03  -5.64126903E-03  -3.57674561E+01   6.67401850E-01  -4.71203644E+02   4.89084358E+01  -1.13742128E-02   2.50410461E+02   8.18806708E-01  -3.72097119E+03  -3.58673620E+00
   7.72229433E-01   -2    1  -9.30435276E+00   2.83607212E-03   4.98487800E-03   1.50312500E+01  -5.22452474E-01   4.35374298E+01  -2.05542126E+01   8.31636041E-03  -7.86426926E+01  -8.66093636E-01  -2.27295456E+02  -1.48511446E+00
   7.72229433E-01   -2    2   4.31262398E+00  -5.67270350E-03  -3.56466364E-04  -5.84994507E+00   6.65341854E-01  -2.09721222E+01   7.99904299E+00  -7.27339007E-04   2.89522552E+01   8.73184443E-01  -6.04238939E+00   1.54971886E+00
   7.72229433E-01   -2    3  -1.93717933E+00   9.47566296E-04   4.75495029E-03   2.76701498E+00  -9.26393047E-02   9.96536446E+00  -3.79297805E+00   5.02424454E-03  -1.45497561E+01  -2.60435790E-01  -1.16568031E+01  -1.10215878E+00
   7.72229433E-01   -2    4   9.83962655E-01  -1.72825891E-03  -1.06763244E-02  -1.31295764E+00   2.65737653E-01  -5.09136295E+00   1.80112374E+00  -9.23881400E-03   6.61302805E+00   1.79791376E-01   9.11680698E+00   4.08324599E-01
   7.72229433E-01   -1   -4  -2.79578424E+00  -9.56672244E-03   1.09808869E-03   1.50177784E+01   1.00294858E-01   4.99954262E+01  -2.05542126E+01  -8.31636041E-03   5.84666138E+01  -6.54827952E-01  -8.84903259E+02   5.40267229E+00
   7.72229433E-01   -1   -3   7.32141418E+01  -9.79975518E-03   1.41813874E-03  -3.57596283E+01   6.09492958E-01   8.30548401E+02   4.89084358E+01   1.13742128E-02  -1.86219086E+02   6.21335208E-01  -6.81118359E+03   6.79548597E+00
   7.72229433E-01   -1   -2   2.13525604E+02  -2.21648742E-03  -5.61040174E-03   9.74881744E+01   1.82144389E-01   1.67353259E+03  -1.33273010E+02  -6.57394109E-03   9.67531189E+02  -1.34691048E+00   2.71370483E+02  -6.85257959E+00
   7.72229433E-01   -1   -1   2.31312637E+02   0.00000000E+00   0.00000000E+00   9.36798401E+01   3.92253190E-01   5.52670471E+02   3.46087311E+02   0.00000000E+00   5.95406189E+02   1.67346585E+00   9.70144531E+03   0.00000000E+00
   7.72229433E-01   -1    0   6.75493622E+01   3.10656358E-03   5.19931270E-03   9.74829712E+01  -4.13688421E-01   2.82440929E+01  -1.33273010E+02   6.57394109E-03  -9.67505005E+02  -1.34897876E+00   2.88556690E+01   3.07125807E+00
   7.72229433E-01   -1    1   3.48204956E+01  -7.22661731E-04  -7.04897894E-03  -3.57700653E+01   4.67623115E-01  -2.33996262E+02   4.89084358E+01  -1.13742128E-02   1.86245346E+02   6.07169926E-01  -1.53900647E+03  -1.32107317E+00
   7.72229433E-01   -1    2  -1.11256695E+01   1.73900428E-03   6.20147120E-03   1.50339441E+01  -4.78834182E-01   4.38480759E+01  -2.05542126E+01   8.31636041E-03  -5.84937248E+01  -6.42585814E-01  -4.34501915E+01  -3.89895588E-01
   7.72229433E-01   -1    3   4.40458059E+00  -5.10000251E-03   1.44172285E-03  -5.84293795E+00   7.00875700E-01  -1.39851999E+01   7.99904299E+00  -7.27339007E-04   2.15241127E+01   6.51746511E-01   2.86684971E+01   2.58441234E+00
   7.72229433E-01   -1    4  -1.88310695E+00   2.50448030E-03   5.73903089E-03   2.76042795E+00  -1.84596120E-03   7.01364136E+00  -3.79297805E+00   5.02424454E-03  -1.08128414E+01  -1.92429498E-01  -1.83165665E+01  -1.80889308E+00
   7.72229433E-01    0   -4   3.91006875E+00   2.41615879E-03   1.11456020E-02  -5.89198589E+00  -4.52594489E-01   1.47661533E+01   7.99904299E+00   7.27339007E-04  -1.41664782E+01   4.12214011E-01  -1.49717865E+02   2.73309016E+00
   7.72229433E-01    0   -3  -6.52772427E+00  -5.44531131E-03  -1.18504686E-04   1.50204725E+01   6.29690941E-03   2.65317173E+01  -2.05542126E+01  -8.31636041E-03   3.83176422E+01  -4.31320161E-01  -5.07779816E+02   3.15603995E+00
   7.72229433E-01    0   -2   5.07095871E+01  -3.98693839E-03   2.82584876E-03  -3.57622375E+01   3.84283602E-01   4.73926331E+02   4.89084358E+01   1.13742128E-02  -1.22053963E+02   4.09698397E-01  -3.72097119E+03   3.58673620E+00
   7.72229433E-01    0   -1   6.75493622E+01  -3.10656358E-03  -5.40485699E-03   9.74855728E+01  -7.74461478E-02   8.23500305E+02  -1.33273010E+02  -6.57394109E-03   6.34178955E+02  -8.82484734E-01   2.88556690E+01  -3.07125807E+00
   7.72229433E-01    0    0   9.04082794E+01   0.00000000E+00  -0.00000000E+00  -2.58125973E+01   4.44940954E-01   2.12206207E+02   3.46087311E+02   0.00000000E+00   5.95406189E+02   1.09688389E+00   5.14102881E+03   0.00000000E+00
   7.72229433E-01    0    1  -2.81303844E+01   3.58637306E-03   4.99376794E-03   9.74803696E+01  -4.68509793E-01   2.91933502E+02  -1.33273010E+02   6.57394109E-03  -6.34152832E+02  -8.84553075E-01  -1.30102203E+02   5.92767000E-01
   7.72229433E-01    0    2   2.55468578E+01  -4.32904530E-03  -8.45668931E-03  -3.57726746E+01   2.87724406E-01  -8.29190369E+01   4.89084358E+01  -1.13742128E-02   1.22080215E+02   3.95533085E-01  -2.65289154E+02   1.50273775E-03
   7.72229433E-01    0    3  -1.19916754E+01   2.15410767E-03   7.41806487E-03   1.50366383E+01  -3.70211810E-01   3.49854355E+01  -2.05542126E+01   8.31636041E-03  -3.83447571E+01  -4.19077992E-01   4.37559738E+01   1.29616469E-01
   7.72229433E-01    0    4   4.42365742E+00  -3.05998675E-03   3.23991198E-03  -5.83593130E+00   5.98212779E-01  -7.97554970E+00   7.99904299E+00  -7.27339007E-04   1.40959711E+01   4.30308580E-01   3.86281471E+01   2.88129878E+00
   7.72229433E-01    1   -4  -2.19305301E+00   2.55645462E-03   2.13361578E-03   2.81312490E+00  -1.72557801E-01  -4.23224974E+00  -3.79297805E+00  -5.02424454E-03   3.40529656E+00  -6.63194209E-02   2.38031425E+01  -2.66085124E+00
   7.72229433E-01    1   -3   4.14778662E+00   4.77808854E-03   9.34741274E-03  -5.88497925E+00  -1.48049504E-01   6.19137192E+00   7.99904299E+00   7.27339007E-04  -6.73833609E+00   1.90776110E-01  -6.55045090E+01   2.22782075E-01
   7.72229433E-01    1   -2  -9.30435276E+00  -2.83607212E-03  -1.33509806E-03   1.50231667E+01  -2.26970166E-02   1.22412968E+01  -2.05542126E+01  -8.31636041E-03   1.81686745E+01  -2.07812324E-01  -2.27295456E+02   1.48511446E+00
   7.72229433E-01    1   -1   3.48204956E+01   7.22661731E-04   4.23355866E-03  -3.57648468E+01   1.78954229E-01   2.03434418E+02   4.89084358E+01   1.13742128E-02  -5.78888435E+01   1.98061600E-01  -1.53900647E+03   1.32107317E+00
   7.72229433E-01    1    0  -2.81303844E+01  -3.58637306E-03  -5.19931270E-03   9.74829712E+01  -1.30203336E-01   3.06752716E+02  -1.33273010E+02  -6.57394109E-03   3.00826782E+02  -4.18059021E-01  -1.30102203E+02  -5.92767000E-01
   7.72229433E-01    1    1   8.09154434E+01   0.00000000E+00  -0.00000000E+00  -1.45305038E+02   3.00154924E-01  -1.28258072E+02   3.46087311E+02   0.00000000E+00   5.95406189E+02   5.20301878E-01   2.47889526E+03   0.00000000E+00
   7.72229433E-01    1    2  -7.35136337E+01   3.65591608E-03   4.78822319E-03   9.74777679E+01  -3.16497803E-01   2.22338150E+02  -1.33273010E+02   6.57394109E-03  -3.00800629E+02  -4.20127332E-01  -2.05503159E+02  -5.82894027E-01
   7.72229433E-01    1    3   2.28886814E+01  -6.83221221E-03  -9.86439921E-03  -3.57752800E+01   1.27705649E-01  -1.79719810E+01   4.89084358E+01  -1.13742128E-02   5.79150963E+01   1.83896303E-01   1.00180641E+02   3.80991608E-01
   7.72229433E-01    1    4  -1.19023685E+01   4.08138242E-03   8.63465760E-03   1.50393333E+01  -1.96585447E-01   1.69495106E+01  -2.05542126E+01   8.31636041E-03  -1.81957874E+01  -1.95570171E-01   3.43230400E+01   7.34217763E-02
   7.72229433E-01    2   -4   9.73720372E-01  -3.04230698E-03  -4.26985649E-03  -1.32978904E+00   1.02160089E-02  -1.57915950E-01   1.80112374E+00   9.23881400E-03   1.55089960E-01   4.66767792E-03   1.54139268E+00  -4.90098000E-01
   7.72229433E-01    2   -3  -2.04049468E+00   7.39412033E-04   1.14953483E-03   2.80653787E+00   1.06011983E-02  -2.73978084E-01  -3.79297805E+00  -5.02424454E-03  -3.31617951E-01   1.68685347E-03   2.38310027E+00  -3.87755960E-01
   7.72229433E-01    2   -2   4.31262398E+00   5.67270350E-03   7.54922302E-03  -5.87797213E+00   1.82986502E-02  -1.40613735E+00   7.99904299E+00   7.27339007E-04   6.89806521E-01  -3.06618139E-02  -6.04238939E+00  -1.54971886E+00
   7.72229433E-01    2   -1  -1.11256695E+01  -1.73900428E-03  -2.55169137E-03   1.50258608E+01   1.33130793E-02   7.12416315E+00  -2.05542126E+01  -8.31636041E-03  -1.98029530E+00   1.56954993E-02  -4.34501915E+01   3.89895588E-01
   7.72229433E-01    2    0   2.55468578E+01   4.32904530E-03   5.64126903E-03  -3.57674561E+01  -6.49515213E-03   1.90726662E+01   4.89084358E+01   1.13742128E-02   6.27627897E+00  -1.35751991E-02  -2.65289154E+02  -1.50273775E-03
   7.72229433E-01    2    1  -7.35136337E+01  -3.65591608E-03  -4.99376794E-03   9.74803696E+01   2.38728411E-02   1.23289940E+02  -1.33273010E+02  -6.57394109E-03  -3.25253906E+01   4.63667139E-02  -2.05503159E+02   5.82894027E-01
   7.72229433E-01    2    2   2.02834137E+02   0.00000000E+00  -0.00000000E+00  -2.64797485E+02  -4.21049185E-02  -4.68722351E+02   3.46087311E+02   0.00000000E+00   5.95406189E+02  -5.62801175E-02   1.71504504E+03   0.00000000E+00
   7.72229433E-01    2    3  -6.86003952E+01   3.31519265E-03   4.58267843E-03   9.74751663E+01   4.23475392E-02  -1.80541962E+02  -1.33273010E+02   6.57394109E-03   3.25515671E+01   4.42983918E-02  -1.97347168E+02  -4.55724925E-01
   7.72229433E-01    2    4   2.68459606E+01  -8.23216233E-03  -1.12721091E-02  -3.57778893E+01  -1.24331154E-02  -3.91550865E+01   4.89084358E+01  -1.13742128E-02  -6.25002480E+00  -2.77404990E-02  -4.42597076E+02  -1.82606548E-01
   7.72229433E-01    3   -4  -4.46483582E-01   3.16094141E-03   2.76866346E-03   6.14045918E-01   7.13031292E-02   6.12169504E-01  -8.41979742E-01  -8.58527794E-03  -8.70992422E-01  -3.12759262E-03  -5.19622278E+00   2.04183087E-01
   7.72229433E-01    3   -3   9.80996370E-01  -7.48405466E-04  -2.40158360E-03  -1.32768512E+00   5.45747057E-02  -1.22579634E+00   1.80112374E+00   9.23881400E-03   1.85241222E+00  -4.38131914E-02   6.32461262E+00  -4.38465178E-01
   7.72229433E-01    3   -2  -1.93717933E+00  -9.47566296E-04   1.65454010E-04   2.79995060E+00   1.47904560E-01   3.30489826E+00  -3.79297805E+00  -5.02424454E-03  -4.06853247E+00   6.96931258E-02  -1.16568031E+01   1.10215878E+00
   7.72229433E-01    3   -1   4.40458059E+00   5.10000251E-03   5.75103378E-03  -5.87096548E+00   4.64499816E-02  -8.02637482E+00   7.99904299E+00   7.27339007E-04   8.11794853E+00  -2.52099723E-01   2.86684971E+01  -2.58441234E+00
   7.72229433E-01    3    0  -1.19916754E+01  -2.15410767E-03  -3.76828457E-03   1.50285559E+01   1.14327200E-01   1.11803169E+01  -2.05542126E+01  -8.31636041E-03  -2.21292648E+01   2.39203319E-01   4.37559738E+01  -1.29616469E-01
   7.72229433E-01    3    1   2.28886814E+01   6.83221221E-03   7.04897894E-03  -3.57700653E+01  -1.72064543E-01  -7.91589279E+01   4.89084358E+01   1.13742128E-02   7.04413986E+01  -2.25211993E-01   1.00180641E+02  -3.80991608E-01
   7.72229433E-01    3    2  -6.86003952E+01  -3.31519265E-03  -4.78822319E-03   9.74777679E+01   3.84782374E-01   2.73111908E+02  -1.33273010E+02  -6.57394109E-03  -3.65877563E+02   5.10792434E-01  -1.97347168E+02   4.55724925E-01
   7.72229433E-01    3    3   4.56164368E+02   0.00000000E+00  -0.00000000E+00  -3.84289917E+02  -5.81838548E-01  -8.09186646E+02   3.46087311E+02   0.00000000E+00   5.95406189E+02  -6.32862091E-01   2.84947778E+03   0.00000000E+00
   7.72229433E-01    3    4  -1.33906593E+01   2.56420276E-03   4.37713368E-03   9.74725647E+01   6.08026206E-01  -9.16706848E+02  -1.33273010E+02   6.57394109E-03   3.65903748E+02   5.08724093E-01  -1.05634254E+02   9.74274397E-01
   7.72229433E-01    4   -4   2.13488594E-01   4.02054423E-03   1.87808147E-03  -3.05007786E-01  -2.69730259E-02  -7.37135530E-01   4.23583627E-01   2.97876750E-03   8.50403070E-01  -2.52367556E-02   3.62717962E+00   1.15797174E+00
   7.72229433E-01    4   -3  -4.45234388E-01   2.30835425E-03   1.23571267E-03   6.14349425E-01   1.09368853E-01   1.18694043E+00  -8.41979742E-01  -8.58527794E-03  -1.66313660E+00   1.04983407E-03  -8.20403671E+00   5.29847264E-01
   7.72229433E-01    4   -2   9.83962655E-01   1.72825891E-03  -5.33311046E-04  -1.32558119E+00   6.59002066E-02  -2.36141205E+00   1.80112374E+00   9.23881400E-03   3.54973435E+00  -9.22940597E-02   9.11680698E+00  -4.08324599E-01
   7.72229433E-01    4   -1  -1.88310695E+00  -2.50448030E-03  -8.18626839E-04   2.79336357E+00   2.39352316E-01   6.50437927E+00  -3.79297805E+00  -5.02424454E-03  -7.80544710E+00   1.37699410E-01  -1.83165665E+01   1.80889308E+00
   7.72229433E-01    4    0   4.42365742E+00   3.05998675E-03   3.95284500E-03  -5.86395884E+00  -6.35955110E-02  -1.36693392E+01   7.99904299E+00   7.27339007E-04   1.55460911E+01  -4.73537654E-01   3.86281471E+01  -2.88129878E+00
   7.72229433E-01    4    1  -1.19023685E+01  -4.08138242E-03  -4.98487800E-03   1.50312500E+01   2.80345351E-01   2.44097576E+01  -2.05542126E+01  -8.31636041E-03  -4.22782364E+01   4.62711155E-01   3.43230400E+01  -7.34217763E-02
   7.72229433E-01    4    2   2.68459606E+01   8.23216233E-03   8.45668931E-03  -3.57726746E+01  -3.17753941E-01  -9.12603607E+01   4.89084358E+01   1.13742128E-02   1.34606522E+02  -4.36848789E-01  -4.42597076E+02   1.82606548E-01
   7.72229433E-01    4    3  -1.33906593E+01  -2.56420276E-03  -4.58267843E-03   9.74751663E+01   9.52525258E-01   7.56218689E+02  -1.33273010E+02  -6.57394109E-03  -6.99229736E+02   9.75218177E-01  -1.05634254E+02  -9.74274397E-01
   7.72229433E-01    4    4   8.40906067E+02   0.00000000E+00  -0.00000000E+00  -5.03782349E+02  -1.31904602E+00  -1.14965088E+03   3.46087311E+02   0.00000000E+00   5.95406189E+02  -1.20944405E+00   5.88219385E+03   0.00000000E+00
   7.82146037E-01   -4   -4   1.43690259E+03   0.00000000E+00   0.00000000E+00   4.51549988E+02   5.02462797E-02   1.63178467E+03   3.52247253E+02   0.00000000E+00   6.24983337E+02  -4.59628344E+00   3.77423789E+04   0.00000000E+00
   7.82146037E-01   -4   -3   6.60468384E+02   1.64142270E-02   3.20559368E-03   9.99599686E+01  -2.14898491E+00  -2.86530713E+03  -1.36646286E+02   1.38047698E-03  -2.06617529E+03   4.01262236E+00   1.25690601E+03  -1.38177738E+01
   7.82146037E-01   -4   -2   1.06053345E+02   1.97843090E-02   8.56302067E-05  -3.67042313E+01  -1.01166022E+00  -1.27788147E+03   5.01980782E+01  -8.45192838E-03   3.92032928E+02  -2.20872808E+00  -1.17613877E+04   2.17455273E+01
   7.82146037E-01   -4   -1  -2.49217558E+00   6.08569989E-03   8.82793101E-05   1.54719105E+01   9.03585196E-01   8.01390553E+00  -2.11608963E+01   5.30596497E-03  -1.24258286E+02   1.94668174E+00  -1.05628406E+03   4.05139446E+00
   7.82146037E-01   -4    0   4.06220055E+00  -6.62010582E-03  -3.25700315E-03  -6.08340168E+00  -1.08497150E-01  -4.06250153E+01   8.30034542E+00   2.57457490E-03   4.58425560E+01  -1.76671064E+00  -1.82339722E+02   2.98509979E+00
   7.82146037E-01   -4    1  -2.30762029E+00  -7.35409372E-03   2.85672513E-03   2.91989374E+00   4.34815675E-01   1.80463886E+01  -3.98346567E+00   6.46388903E-03  -2.30787163E+01   3.16949606E-01   2.53407803E+01  -4.47991037E+00
   7.82146037E-01   -4    2   1.03177392E+00   5.51251636E-04  -5.39585436E-03  -1.39457142E+00  -1.50196329E-01  -8.03555298E+00   1.90687728E+00  -7.29272142E-03   1.09499216E+01  -2.01194793E-01   2.66386318E+00  -2.41137117E-01
   7.82146037E-01   -4    3  -4.75980014E-01  -4.85016825E-03   8.82548280E-03   6.59644961E-01   5.74425049E-02   3.74861407E+00  -9.00660098E-01   9.08493996E-03  -5.19855118E+00   8.08389112E-02  -5.49355078E+00   7.12420404E-01
   7.82146037E-01   -4    4   2.33631358E-01  -3.54363257E-03  -7.22178549E-04  -3.33039135E-01   1.48636565E-01  -2.21284795E+00   4.55824018E-01  -1.41828635E-03   2.81490231E+00   4.27107848E-02   5.57550621E+00   7.80074120E-01
   7.82146037E-01   -3   -4   6.60468384E+02  -1.64142270E-02  -3.65012675E-03   9.99629440E+01  -2.61617255E+00   4.55664600E+03  -1.36646286E+02  -1.38047698E-03   1.71834937E+03   3.34137177E+00   1.25690601E+03   1.38177738E+01
   7.82146037E-01   -3   -3   9.06662537E+02   0.00000000E+00   0.00000000E+00   3.32153168E+02  -4.35942441E-01   1.28010291E+03   3.52247253E+02   0.00000000E+00   6.24983337E+02  -3.82246828E+00   2.66744746E+04   0.00000000E+00
   7.82146037E-01   -3   -2   4.13461823E+02   1.16768014E-02   2.76106037E-03   9.99570007E+01  -9.33021605E-01  -1.55849036E+03  -1.36646286E+02   1.38047698E-03  -1.71831799E+03   3.33667517E+00   7.63749207E+02  -8.85371399E+00
   7.82146037E-01   -3   -1   7.59979095E+01   1.25963315E-02  -1.50520133E-03  -3.67071381E+01  -9.71270502E-01  -8.44672913E+02   5.01980782E+01  -8.45192838E-03   3.26034119E+02  -1.83828866E+00  -7.44459229E+03   1.33946705E+01
   7.82146037E-01   -3    0  -6.47318506E+00   2.72670388E-03   1.37837755E-03   1.54737844E+01   8.98326576E-01   3.09805489E+01  -2.11608963E+01   5.30596497E-03  -1.03340225E+02   1.62009215E+00  -6.10427551E+02   2.44041491E+00
   7.82146037E-01   -3    1   4.30068016E+00  -7.08719343E-03  -6.07155263E-04  -6.07701159E+00  -5.96528172E-01  -3.07695923E+01   8.30034542E+00   2.57457490E-03   3.81189690E+01  -1.46691620E+00  -8.14317780E+01  -9.00343284E-02
